translation,category,macrocategory,subcategory,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688
jellied eel,Fish,Meat,,,,372.727272727273,57.3170731707317,,,,,,,,,,,,,,,,,400,2100,4.16666666666667,,,,,,26,46.1538461538462,400,,,,,,,,,300,,,,,,
lamb,Meat,Meat,Other,,,,105.263157894737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lamprey,Fish,Meat,,,,57.1428571428571,44.6428571428571,,,,,,,,,,,,,,,,,,114.285714285714,,,,,,,,,,,,,,,,,,,,,,,,
lark,Meat,Meat,"Bird, wild",,,224.242424242424,86.4864864864865,,,,,,,,,,,"3,333.33333333333",,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,
Moose,Meat,Meat,"venison, wild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moose and pickeled game (probably also moose),Meat,Meat,"venison, wild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutton,Meat,Meat,Other,,,195.238095238095,68.2926829268293,,,,,,,,,,,52.6315789473684,,,,,,,62.0253164556962,,,,,,,138,159.420289855072,68.1818181818182,266.666666666667,,,,,,,,,,,,,,
oxen,Meat,Meat,Beef,,,66.6666666666667,,,,,,,,,,,,,,,,,,,56.25,,,,,,,,,,,,,,,,,,,,,,,,
oysters,Fish,Meat,,,,140.845070422535,54,,,,,,,,,,,,,,,,,,216.666666666667,,,,,,,,,,,,,,,,,,,,,,,,
perch,Fish,Meat,,,,,,,,,,,,,,,,,,,,,,,5400,,,,,,,,,,,,,,,,,,,,,,,,
pickled carp,Fish,Meat,preserved,,,115.909090909091,7.84313725490196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pickled deer,Meat,Meat,"venison, wild",,,65.5172413793103,173.684210526316,,,,,,,,,,,,,,,,,,78.9473684210526,,,,,,,,,,,,100,,,,,,,,,,,,
pickled eel,Fish,Meat,,,,28.5714285714286,88.8888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickled gudgeon,Fish,Meat,,,,225,82.5396825396825,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,
pickled herring,Fish,Meat,,,,109.259259259259,132.203389830508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickled herring,Fish,Meat,preserved,,,78.5714285714286,9.09090909090909,,,,,,,,,,,,,,,,,,"1,087.5",,,,,,,,,,,,,,,,,,,,,,,,
pickled lamprey,Fish,Meat,,,,,43.3962264150943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickled pike,Fish,Meat,preserved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickled pike-perch,Fish,Meat,preserved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickled pork,Meat,Meat,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickled salmon,Fish,Meat,preserved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickled sturgeon,Fish,Meat,,,,167.307692307692,90.8045977011494,,,,,,,,,,,,,,,,,4300,39.5348837209302,5.88235294117647,,,,,,300,33.3333333333333,100,100,100,100,100,100,1500,,,3.84615384615385,100,100,100,,,
pickled wild cow,Meat,Meat,"beef, wild",,,108.695652173913,36,,,,,,,,,,,,,,,,,,29.7872340425532,,,,,,,,,,,,100,,,,,,,,,,,,
pig,Meat,Meat,Pork,,,18.8405797101449,684.615384615385,,,,,,,,,,,,,,,,,23.728813559322,321.428571428571,,,,,,,66.6666666666667,,,,,,,,,,,,,,,,,
pig's head,Meat,Meat,Pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pike,Fish,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pike-perch,Fish,Meat,,,,,,,,,,,,,,,,,,,,,,,10.2564102564103,,,,,,,,,,,,,,,,,,,,,,,,
preserved sturgeon,Fish,Meat,,,,63.3333333333333,63.1578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quail,Meat,Meat,"Bird, wild",,,48.4536082474227,131.914893617021,,,,,,,,,,,,,,,,,,8.75,,,,,,,47.3684210526316,,,,,,,,,,,,,,,,,
rabbit,Meat,Meat,wild,,,129.62962962963,81.9047619047619,,,,,,,,,,,846.153846153846,,,,,,,7700,,,,,,,500,,,,,,,,,,,,,,,,,
roe deer,Meat,Meat,"venison, wild",,,33.7349397590361,353.571428571429,,,,,,,,,,,,,,,,,,78.9473684210526,,,,,,,,,,,,,,,,,,,,,,,,
salmon,Fish,Meat,,,,18.8235294117647,112.5,,,,,,,,,,,,,,,,,,235.294117647059,,,,,,,,,,,,,,,,,,,,,,,,
salmon trout,Fish,Meat,,,,306.25,65.3061224489796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salted cod,Fish,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sandpipers,Meat,Meat,"Bird, wild",,,125,280,,,,,,,,,,,,,,,,,150,866.666666666667,,,,,,,,,,,,,,,,,,,,,,,,
sardines,Fish,Meat,,,,74.025974025974,89.4736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheep,Meat,Meat,Other,,,207.317073170732,88.2352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small birds,Meat,Meat,"Bird, wild",,,100,102.941176470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"small, edible fish",Fish,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoked fish,Fish,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snails,Seafood,Meat,,,,,1.06382978723404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snow bunting,Meat,Meat,"Bird, wild",,,64.2857142857143,68.8888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sparrows & skylarks,Meat,Meat,"Bird, wild",,,70.2127659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spiced gudgeon,Fish,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starling,Meat,Meat,"Bird, wild",,,1300,56.9230769230769,,,,,,,,,,,"3,335.15625",,,,,,,38.6666666666667,,,,,,,82.5806451612903,228.125,63.013698630137,43.4782608695652,,,,,,,,,,,,,,
sturgeon,Fish,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suckling pig,Meat,Meat,Pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swans,Meat,Meat,"bird, wild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tench,Fish,Meat,,,,166.666666666667,153.333333333333,,,,,,,,,,,,,,,,,2900,47.1264367816092,17.0731707317073,,,,,,23.8095238095238,,,,,,,,,,,,,,,,,
thrush,Meat,Meat,"Bird, wild",,,152.941176470588,165.384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turbot,Fish,Meat,,,,123.076923076923,93.75,,,,,,,,,,,,,,,,,27.7777777777778,360,,,,,,,62.5,120,96.6666666666667,,,,,,,,,,,,,,,
turkey,Meat,Meat,"bird, fowl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
various small fish ,Fish,Meat,,,,150.684931506849,64.5454545454545,,,,,,,,,,,,,,,,,,123.188405797101,,,,,,,,,,,,,,,,,,,,,,,,
veal,Meat,Meat,Beef,,,,23.3333333333333,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,
vimba bream,Fish,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waxwing,Meat,Meat,"Bird, wild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wels catfish,Fish,Meat,,,,98.3050847457627,162.068965517241,,,,,,,,,,,,,,,,,,79.2452830188679,,,,,,,,,,,,,,,,,,,,,,,,
westphalian ham,Meat,Meat,pork,,,561.538461538462,43.8356164383562,,,,,,,,,,,,,,,,,,40.9836065573771,,,,,,,,,,,,,,,,,,,,,,,,
wild boar,Meat,Meat,"pork, wild",,,,111.538461538462,,,,,,,,,,,,,,,,,,43.3734939759036,,,,,,,,,,,,,,,,,,,,,,,,
wild geese,Meat,Meat,"bird, wild",,,80,271.875,,,,,,,,,,,,,,,,,,177.41935483871,,,,,,,,,,,,,,,,,,,,,,,,
yellow hammer,Meat,Meat,"Bird, wild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
young boar,Meat,Meat,"pork, wild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
