translation,category,macrocategory,subcategory,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688
almonds,nuts,Flavoring/Other,,,,178,91.0112359550562,,,,,,,,,,,866.666666666667,,,,,,,78.0821917808219,,,,,,,195.348837209302,85.7142857142857,183.333333333333,4.54545454545455,,,,,,,,,,,,,,
beer vinegar,Acid,Flavoring/Other,,,,122.222222222222,7.95454545454545,,,,,,,,,,,,,,,,,,225,,,,,,,,,245.454545454545,,,,,,,,,,,,,,,
caraway,Spice,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chestnuts,Nuts,Flavoring/Other,,,,171.794871794872,83.5820895522388,,,,,,,,,,,47.9166666666667,,,,,,,51.7647058823529,,,,,,,87.5,157.142857142857,72.7272727272727,250,,,,,,,,,,,,,,
cinnamon,Spice,Flavoring/Other,,,,458.823529411765,75.6410256410256,,,,,,,,,,,,,,,,,,400,,,,,,,14.1732283464567,,,,,,,,,,,,,,,,,
cloves,Spice,Flavoring/Other,,,,140,87.012987012987,,,,,,,,,,,,,,,,,,109.52380952381,,,,,,,23.3333333333333,,,,,,,,,,,,,,,,,
coarse salt,Salt,Flavoring/Other,,,,30.5263157894737,100,,,,,,,,,,,,,,,,,,177.5,,,,,,,,,,,,,,,,,,,,,,,,
cooking wine,Acid,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,146.428571428571,,,,,,,,,,,,,,,,,,,,,,,,
fine salt,Salt,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,54.5454545454545,,,,,,,,,,,,,,,,,,,,,,,,
fish guts,Fish,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ginger,Spice,Flavoring/Other,,,,226.315789473684,116.279069767442,,,,,,,,,,,,,,,,,,461.538461538461,,,,,,,,,,,,,,,,,,,,,,,,
honey,Honey,Flavoring/Other,,,,164.583333333333,49.3670886075949,,,,,,,,,,,,,,,,,,34.020618556701,,,,,,,,,,,,,,,,,,,,,,,,
lard,Cooking oil,Flavoring/Other,,,,413.333333333333,125.806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mace,Spice,Flavoring/Other,,,,41.5730337078652,164.864864864865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustard,Seasoning,Flavoring/Other,,,,289.189189189189,90.6542056074766,,,,,,,,,,,,,,,,,179.48717948718,214.285714285714,42.6666666666667,,,,,,32.258064516129,,,,,,,,,,,,,,,,,
nutmeg,Spice,Flavoring/Other,,,,145.333333333333,11.9266055045872,,,,,,,,,,,,,,,,,,124.324324324324,,,,,,,,,,,,,,,,,,,,,,,,
olives,Olives,Flavoring/Other,,,,133.333333333333,1725,,,,,,,,,,,,,,,,,440,14.5454545454545,325,,,,,,11.1111111111111,100,100,100,100,100,100,100,1400,,,,100,100,100,100,200,50
pepper,Spice,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinenuts,Seeds,Flavoring/Other,,,,24.1935483870968,173.333333333333,,,,,,,,,,,,,,,,,,94.4444444444444,,,,,,,,,,,,,,,,,,,,,,,,
pistachios,Nuts,Flavoring/Other,,,,15.0537634408602,592.857142857143,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,
poppy seeds,Seeds,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saffron,Spice,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar,Sugar,Flavoring/Other,,,,600,45.4545454545455,,,,,,,,,,,,,,,,,,110.344827586207,,,,,,,,,,,,,,,,,,,,,,,,
wine vinegar,Acid,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
