translation,category,macrocategory,subcategory,1641,1644,1645,1646,1648,1656,1657,1659,1662,1663,1664,1665,1668,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688
barley groats,Grain,Grain,,-0.398820215156317,-0.453829900005464,-0.550096848491472,-0.30255326667031,,,,2.8146622081147,-0.357562951519457,-0.375899513135839,-0.288800845458023,,-0.348394670711266,-0.563849269703759,,,,,,,,,-0.357562951519457,,1.18270822425666,,,,,,,
buckwheat groats,Grain,Grain,,-0.0207061491043359,0.253922775858434,0.580861972242685,-0.661506974017466,,,,-0.713817245438947,,-0.635351838306726,-0.491498591897656,,-0.700739677583577,-0.674584541872837,-0.674584541872837,,,,,,,,1.31320577214341,,2.42479903984986,,,,,,,
millet gruel,Grain,Grain,,-0.0529295363061496,,-0.503981237002033,1.52575141612944,,,,-0.793943044592244,,1.3002255657815,-0.793943044592244,,,,,,,,,,,,-0.681180119418273,,,,,,,,,
oat groats,Grain,Grain,,-0.422713398289684,1.0719638111324,1.72588509025457,-0.609548049467445,,0.137790555243599,-0.936508689028527,-1.05328034601463,,,1.0719638111324,,0.0910818924491584,,,,,,,,,,-1.07663467741185,,,,,,,,,
pearl barley,Grain,Grain,,,,,,,-0.432373218095377,,,,2.26320356346799,-0.432373218095377,,-0.432373218095377,-0.290500755907831,-0.385082397366195,,,,,,,,-0.290500755907831,,,,,,,,,
pearl barley groats,Grain,Grain,,-0.600474555169058,-0.534813040115033,-0.482283828071813,-0.475717676566411,,,,2.57754277344575,,-0.360810025221867,-0.357526949469166,,-0.587342252158253,,,,,,,,,,0.0167436863387764,,0.804681866987076,,,,,,,
peas,Grain,Grain,,1.34959507003392,-0.0083205614675335,1.5193345239716,1.40617488801315,-0.842872876661136,0.387738164387058,0.925246435189717,-0.758003149692295,,1.80223361386774,-0.404379287322125,,-0.574118741259806,-0.828727922166329,-0.885307740145557,-0.743858195197488,-0.828727922166329,-0.743858195197488,,,,,-0.772148104187102,,,,,,,,,
rice,Grain,Grain,,1.35893457609203,1.21746820066289,1.52397868075936,-0.645172409154104,,,,-0.928105160012382,,0.651602698946338,0.0621594679915914,,-0.763061055345053,-0.833794243059623,,,,,,,,,-0.739483326106864,,,-0.904527430774193,,,,,,
rice flour,Grain,Grain,,1.84596054933533,0.768209177600063,1.94860353711964,-0.309542194135206,-0.678415431485074,-0.0529347246744274,-0.655962277907256,-0.684189099547942,,1.56369233292848,1.02481664706084,,-0.643131904434217,-0.692849601642243,-0.693651499984308,-0.683226821537464,-0.689642008273983,-0.681623024853334,,,,,-0.686113655568898,,,,,,,,,
water mannagrass,Grain,Grain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wheat flour,Grain,Grain,,,,,,,,,,,,,,,,-0.707106781186547,0.707106781186547,,,,,,,,,,,,,,,,
