translation,category,macrocategory,subcategory,1641,1644,1645,1646,1648,1656,1657,1659,1662,1663,1664,1665,1668,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688
Atlantic herring,Fish,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurochs,Meat,Meat,game,,,-0.707106781186548,0.707106781186548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bacon,Meat,Meat,pork,1.22335694812188,0.865155645703109,1.82035911881982,1.54175810582745,-0.925850866390734,,,-0.0203975741655132,-0.866150649320939,1.82035911881982,-0.408448985119179,,-0.129847972126804,-0.657199889576657,-0.886050721677537,-0.428349057475777,-0.448249129832376,,,-0.955700974925631,,,0.785555356276716,,0.467154198571144,-0.925850866390734,-0.945750938747332,,,,-0.925850866390734,
beef,Meat,Meat,Beef,1.26114141518666,0.0450407648280949,-0.360326118624759,1.17427708301819,,,,-0.968376443804039,,1.29009619257615,-0.360326118624759,-1.05524077597251,-1.02628599858302,,,,,,,,,,,,,,,,,,,
black grouse,Meat,Meat,"bird, fowl, wild",0.126908154902639,1.47875589190901,-0.562810078263878,-0.176567867690628,,,,-1.11458466479709,,1.36840097460237,0.982158764029121,,,-1.11458466479709,-1.05940720614377,,,,,,,,0.0717306962493178,,,,,,,,,
boar bacon,Meat,Meat,"pork, wild",1.13622163750191,,0.54341034837048,-0.800295240327434,,,,-0.879336745544959,,,,,,,,,,,,,,,,,,,,,,,,
brined/pickled castrated ram (wether),Meat,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brined/pickled goose,Meat,Meat,preserved,0.12176624377023,,0.933541202238429,,,,,-1.05530744600866,,,,,,,,,,,,,,,,,,,,,,,,
brined/pickled lamb,Meat,Meat,other,0.722794064063107,0.418459721299693,,,,,,-1.1412537853628,,,,,,,,,,,,,,,,,,,,,,,,
brined/pickled sheep,Meat,Meat,other,-0.446265907222584,0.35063749853203,-0.499392800939558,1.57255605402244,,,,-0.977534844392326,,,,,,,,,,,,,,,,,,,,,,,,
burpot,Fish,Meat,,0.919853075672592,,,0.810019872607208,,,,-0.892394774906246,,,,,-0.837478173373554,,,,,,,,,,,,,,,,,,,
bustard,Meat,Meat,"bird, wild",,,,0.694628711647188,,,,-1.14613737421786,,0.451508662570672,,,,,,,,,,,,,,,,,,,,,,
calf trunk,Meat,Meat,Beef,,,,,,,,,,,,,,0.707106781186548,-0.707106781186548,,,,,,,,,,,,,,,,,
capercaillie,Meat,Meat,"bird, fowl, wild",-0.316047219175962,-0.113776998903346,0.695303882187116,1.04927676766419,,,,-1.42853343067535,,0.897574102459732,0.644736327118962,,,-1.42853343067535,,,,,,,,,,,,,,,,,,
capon,Meat,Meat,"bird, fowl",1.14676327806783,0.798221928967159,1.14676327806783,0.907141100561119,,,,-1.16232315972411,-0.900917147898607,0.318977573953738,-0.35632128992881,-0.988052485173774,-1.14053932540532,-0.726646473348272,-0.791997976304647,,,,,,,,-0.00777994082813989,,1.756710638994,,,,,,,
carp,Fish,Meat,,-0.933318475971066,0,0.829616423085392,2.07404105771348,,,,0.553077615390261,-1.24442463462809,-0.725914370199718,0.414808211542696,,-0.241971456733239,,-0.725914370199718,,,,,,,,,,,,,,,,,
carp (type unknown),Fish,Meat,,,,,,,,,,,,,,,1.33411989907548,-0.701576890368212,,,,,,,,0.197469010332471,,,-0.830012019039738,,,,,,
chameleon loach,Fish,Meat,,,-0.762556395082015,,-0.390145132367543,,,,-0.886693482653506,,2.03052807527653,-0.328076588581797,,0.478814480632893,,,,,,,,,,-0.141870957224561,,,,,,,,,
cod,Fish,Meat,,,,,,,,,,,,,,,,-0.707106781186547,0.707106781186547,,,,,,,,,,,,,,,,
